Id,X,Y,Topic,NearestNeighbor,NearestNeighborDistance
114488545,11.045562,3.923597,return edge,78,0.033843719456456235
114488900,9.817669,5.4897285,property editor,31,0.276639088568543
118289136,9.643647,5.8038883,property editor,267,0.05549790598039587
118677020,9.505136,5.733402,property editor,267,0.1111375495566268
118836964,9.646116,4.3389597,sequence diagram,95,0.08048203781495568
118844520,11.019532,3.060553,note nodes,150,0.054174989265351886
119289077,9.216553,3.4372137,sequence diagram,315,0.06740964698249768
119771600,11.048485,3.1063426,note nodes,148,0.054174989265351886
120027139,8.44563,9.263552,feature config,167,0.003952761346084552
124151713,10.861955,3.5512142,diagram edge,325,0.12629247191890697
125165974,11.135021,6.5471997,graph framework,197,0.08306159974945747
125179196,9.319741,4.6747856,children nodes,320,0.03797054927013401
125524447,8.200592,4.478244,note node,191,0.10675937565308602
125524738,10.161584,5.0119305,parentnode,18,0.13844023336611727
125702334,9.009486,4.982807,children nodes,81,0.069202415724388
127055409,9.32113,3.621056,sequence diagram,401,0.12224635730589542
127055490,8.651391,4.0642815,note node,59,0.22488547468616416
127115501,8.316912,9.131136,feature config,94,0.114260824854998
129733588,7.8251314,6.656642,children nodes,238,0.06294066430962572
143263543,8.90175,3.8532093,sequence diagram,65,0.025280069154412898
143265466,8.53858,5.0623093,feature select,54,0.021184656806628416
143265638,8.335052,4.9069366,note node,29,0.11839800954306987
143497221,11.270858,6.145397,graphpanel,133,0.07153856605149582
143503759,8.832206,6.8564677,toolbar,202,0.06952503549568663
145037398,8.447806,9.260252,feature config,151,0.003952761346084552
145317567,11.221749,6.2323766,graphpanel,133,0.030715744517998286
147812282,8.263357,4.234158,note node,172,0.08842244989491867
147857411,9.391635,6.786904,refactoring remove,43,0.06354015359057123
150134765,9.177865,3.964294,sequence diagram,89,0.18622382786212854
150136130,8.189071,4.282117,note node,169,0.08842244989491867
152034455,8.652973,6.6869764,toolbar,139,0.03245571077629308
153354219,8.270767,9.296544,feature config,178,0.03653290457694435
153774393,11.171984,7.809111,refactoring tests,92,0.11918106305305638
161268337,9.457777,9.703094,checkstyle,207,0.3643436833744381
162711860,11.421089,7.4515862,bug tests,308,0.006116232216068971
166903162,8.301036,9.276088,feature config,125,0.01274144010145358
186131335,11.247937,5.1902976,edges refactoring,296,0.08415304892648684
199055903,7.935427,9.274651,feature config,309,0.07557946998963429
203820596,7.546998,7.8271794,diagram file,393,0.04163203744715025
203820677,10.693216,2.7195566,note nodes,103,0.04671955579016632
204331426,10.616506,2.6888263,note nodes,114,0.04637753042672729
214879772,10.954786,2.9042594,note nodes,88,0.11188422882383377
215887613,8.71829,3.6002524,sequence diagram,100,0.057342394342176924
233976328,10.048073,7.0574985,children nodes,234,0.07028999963208744
235343033,7.737039,9.921745,config release,279,0.01573128603554557
241752002,11.390051,6.0878134,children nodes,165,0.13237403322733443
241759879,11.270784,5.5312395,edges refactoring,347,0.07413913338622807
248315493,6.3307967,6.7103066,java version,229,0.029891563366574565
